ID_ACIDENT;CADLOGA;CADLOGB;ALT_NUM;REFERENCIA;DATA;HORA;COD_ACID;FONTE;VIATURA;DP;TALAO;SENTIDO;PISTA;VEICULOS;VITIMAS;DEC;DISTRITO;FOLHA;PRINC_A;PRINC_B;PLACA1;TIPO_PLAC1;PLACA2;TIPO_PLAC2;PLACA3;TIPO_PLAC3;TIPO_ACIDE;FLAG_DUPL;NV_DUPL;DUPLACAS
D021200006;17226;19543;;;04/02/2012;1100;2;D;;01;1048;;;10000001000000000;0300;CT;80;0101;17226;19543;EPI0487;AU;EFV8268;OU;;;CO;;;
D021200007;06642;;3965;;06/02/2012;0630;2;D;;01;1059;;;11000000000000000;0100;CT;09;0101;06642;;DWU9406;MO;CRL8806;AU;;;SI;;;
D021200010;19745;;;NC;07/02/2012;1127;2;D;;01;1135;;;00001000000000000;0100;CT;80;0101;19745;;;BI;;;;;QM;;;
D021200012;13317;;10;;19/02/2012;0035;4;D;;01;1153;;;00000000000000010;0100;CT;17;0102;13317;;;SI;;;;;AT;;;
D021200016;19745;;316;;11/02/2012;1307;4;D;;01;1296;;;10000000000000000;0100;CT;80;0102;19745;;;AU;;;;;AT;;;
D021200020;05520;;100;;13/02/2012;1850;4;D;;01;1367;;;01000000000000000;0100;CT;01;0102;05520;;EXB1559;MO;;;;;AT;;;
D021200023;19764;;151;;16/02/2012;1510;4;D;;01;1501;;;10000000000000000;0100;VM;17;0102;19764;;DOL8262;AU;;;;;AT;;;
D021200027;23087;;100;;22/02/2012;1345;2;D;;01;1648;;;10000000000000000;0100;CT;06;0103;23087;;EJD4145;AU;;;;;CH;;;
D021200028;17545;;100;;22/02/2012;1701;4;D;;01;1657;;;00000001000000000;0100;CT;01;0103;17545;;DTB7550;OU;;;;;AT;;;
D021200031;19764;;40;;27/02/2012;1930;2;D;;01;1836;;;11000000000000000;0100;VM;17;0103;19764;;DUP3410;AU;;MO;;;CO;;;
D021200040;06642;13853;;;11/02/2012;1940;4;D;;01;987;;;01000000000000000;0100;CT;80;0104;06642;13853;EJN2515;MO;;;;;AT;;;
D021200041;06642;;3550;;11/02/2012;2014;4;D;;01;991;;;10000000000000000;0100;CT;09;0104;06642;;EBZ3248;AU;;;;;AT;;;
D021200064;00700;;;PXPOUPATEMPO;10/02/2012;2055;2;D;;03;1168;;;10000000000000000;0100;CT;67;0107;00700;;EZF4687;AU;;;;;CH;;;
D021200066;05380;;87;;27/02/2012;1247;4;D;;03;1404;;;01000000000000000;0100;CT;67;0107;05380;;EOZ3507;MO;;;;;AT;;;
D021200067;16593;;454;;28/02/2012;0920;2;D;;03;1422;;;11000000000000000;0100;CT;09;0107;16593;;EBZ9931;AU;EHF6995;MO;;;CT;;;
D021200070;16861;;;NC;02/02/2012;1312;2;D;;03;801;;;10001000000000000;0100;CT;07;0107;16861;;;AU;;BI;;;CO;;;
D021200074;16593;;450;;04/02/2012;0322;2;D;;03;982;B;;20000000000000000;0100;CT;09;0108;16593;;EKQ6733;AU;CLL3904;AU;;;CT;;;
D021200075;14804;;32;;09/02/2012;0910;2;D;;03;996;B;;21000000000000000;0100;JD;63;0108;14804;;EXF5236;MO;EMM9356;AU;DES6325;AU;CO;;;
D021200105;19764;;;PXHOSP B PORTU;27/02/2012;1715;2;D;;05;1154;;;02000000000000000;0200;VM;17;0112;19764;;DYX0181;MO;CSU0992;MO;;;QM;;;
D021200108;19764;;;PXVD JACEGUAI;29/02/2012;1127;2;D;;05;1206;;;01000000000100000;0100;VM;17;0112;19764;;CZZ3566;CM;DLW4311;MO;;;CT;;;
D021200109;14810;;;NC;17/02/2012;2049;2;D;;05;1232;C;;11000000000000000;0100;CT;67;0112;14810;;EZC1647;AU;DZS8249;MO;;;CT;;;
D021200713;16878;;17000;;15/02/2012;0810;2;D;;75;528;;;01000000000100000;0100;RV;13;0334;16878;;EDM3427;CM;DJW1627;MO;;;CO;;;
D021200857;14270;;17000;;15/02/2012;2119;2;D;;19;1615;;;10001000000000000;0100;TT;00;0407;29772;;DNI2063;AU;;BI;;;CO;;;
D021201959;06642;;3350;;22/02/2012;1340;2;D;;01;544;;;01010000000000000;0101;CT;09;0006;06642;;EQP7376;MO;DBB0913;CA;;;CL;;;
D021300001;04342;02561;;;15/02/2013;1204;4;D;;01;273;;;00000000000100000;0100;CN3;80;0101;02561;04342;FEW9601;CM;;;;;AT;;;
D021300003;06136;16725;;;02/02/2013;0911;2;D;;01;623;;;11000000000000000;0200;CN3;80;0101;06136;16725;EPL6405;AU;DZO3840;MO;;;CO;;;
D021300007;16725;;402;;01/02/2013;0450;4;D;;01;836;;;00000001000000000;0100;CN3;09;0101;16725;;EZL1366;OU;;;;;AT;;;
D021300010;19764;;232;;02/02/2013;2345;2;D;;01;861;;;01010000000000000;0100;CN3;17;0102;19764;;EQP3734;MO;CTC0138;CA;;;CT;;;
D021300011;10376;;;FTFORUM CIVIL;05/02/2013;1045;4;D;;01;972;;;01000000000000000;0100;CN3;80;0102;10376;;;MO;;;;;AT;;;
D021300014;06642;;3001;;09/02/2013;0600;2;D;;01;1101;;;20000000000000000;0100;CN3;09;0102;06642;;BXK0277;AU;DBQ1943;AU;;;SI;;;
D021300016;18556;01454;;;13/02/2013;1400;4;D;;01;1184;;;10000000000000000;0100;CN3;80;0103;07664;10376;FCB3128;AU;;;;;AT;;;
D021300017;19543;;2;;14/02/2013;1405;4;D;;01;1226;;;00000001000000000;0100;CN3;01;0103;03385;;ELW2970;OU;;;;;AT;;;
D021300019;10376;;;FTFORUM CIVIL;26/02/2013;0840;4;D;;01;1248;;;10000000000000000;0100;CN3;80;0103;10376;;DRO9052;AU;;;;;AT;;;
D021300021;03209;;64;;19/02/2013;1949;4;D;;01;1287;;;10000000000000000;0100;CN3;80;0103;03209;;DPX0538;AU;;;;;AT;;;
D021300022;13853;04146;;;21/02/2013;1235;2;D;;01;1455;;;11000000000000000;0100;CN3;80;0103;04146;16725;CTN9786;MO;DXA5695;AU;;;CO;;;
D021300024;06642;15984;;;23/02/2013;1115;2;D;;01;1506;;;11000000000000000;0100;CN3;80;0103;06642;15984;DFC2515;MO;DTZ0041;AU;;;SI;;;
D021300025;19764;;;ACNOVE DE JUNHO;23/02/2013;1500;2;D;;01;1518;;;11000000000000000;0200;CN3;17;0103;19764;;DYS2917;MO;ETZ0222;AU;;;SI;;;
D021300026;06642;13853;;;25/02/2013;0635;4;D;;01;1538;;;10000000000000000;0100;CN3;80;0104;06642;13853;DOC8935;AU;;;;;AT;;;
D021300027;06642;;3835;;26/02/2013;0740;4;D;;01;1580;;;01000000000000000;0100;CN3;09;0104;06642;;DVE0576;MO;;;;;AT;;;
D021300028;06642;;3113;;26/02/2013;0948;4;D;;01;1587;;;01000000000000000;0100;CN3;09;0104;06642;;ESM0758;MO;;;;;AT;;;
D021300030;13853;;544;;26/02/2013;1400;2;D;;01;1597;;;11000000000000000;0100;CN3;09;0104;13853;;BRW9315;MO;EFW2269;AU;;;CO;;;
D021300031;06642;;3350;;27/02/2013;1448;4;D;;01;1652;;;00000000000100000;0100;CN3;09;0104;06642;;DWT2253;CM;;;;;AT;;;
D021300035;19764;;2;;28/02/2013;1900;4;D;;01;1704;;;01000000000000000;0100;CN3;17;0104;19764;;DOB9244;MO;;;;;AT;;;
D021300076;19764;;;NC;01/02/2013;1217;2;D;;05;613;;;11000000000000000;0100;SI;17;0110;19764;;CTT9425;MO;JGH2183;AU;;;CT;;;
D021300077;19764;;;NC;01/02/2013;1520;2;D;;05;617;;;01000000000000000;0100;SI;17;0110;19764;;EXL0327;MO;;;;;QM;;;
D021300322;19764;;70;;04/02/2013;1222;2;D;;36;566;;;11000000000000000;0100;CN3;17;0215;19764;;EII6855;MO;EDR1150;AU;;;CL;;;
D021300332;19764;;;PXVD.EUCLIDES F;19/02/2013;1433;2;D;;36;782;B;;01000000000000000;0100;SU2;17;0216;06738;;FAY9281;MO;;;;;QM;;;
D021301813;19543;03387;;;14/02/2013;1648;4;D;;77;707;;;00100000000000000;0001;CN3;80;0002;03387;19543;;ON;;;;;AT;;;
D031200008;01521;09758;;;12/03/2012;0430;2;D;;01;1689;;;10000000000000000;0100;CT;67;0101;01521;09758;EZI7587;AU;;;;;CH;;;
D031200009;19764;;100;;17/03/2012;2120;2;D;;01;1819;;;01000000000100000;0100;VM;17;0101;19764;;ELE3328;CM;EXK5027;MO;;;CL;;;
D031200010;19764;;;PXAV RADIAL LES;18/03/2012;0950;2;D;;01;1826;;;10000000000000000;0100;VM;17;0101;19764;;EEM2647;AU;;;;;CH;;;
D031200011;16725;19745;;;19/03/2012;0355;2;D;;01;1847;;;10001000000000000;0100;VM;80;0101;16725;19745;EZL0407;AU;;BI;;;CO;;;
D031200014;15635;12165;;;24/03/2012;0240;2;D;;01;1976;;;10000000000000000;0100;CT;80;0102;02398;12165;EDM6761;AU;;;;;CH;;;
D031200019;06642;;3500;;29/03/2012;0130;2;D;;01;2119;;;00000000000100000;0100;CT;09;0102;06642;;ENL8631;CM;;;;;CH;;;
D031200023;06642;;3350;;10/03/2012;0700;2;D;;01;2257;;;11000000000000000;0200;CT;09;0102;06642;;CYJ7325;AU;EKJ3189;MO;;;CT;;;
D031200028;06642;;3100;;20/03/2012;1445;4;D;;01;2604;;;01000000000000000;0100;CT;09;0104;06642;;;MO;;;;;AT;;;
D031200029;19745;;100;;23/03/2012;1540;4;D;;01;2759;;;00000000000100000;0100;CT;80;0104;19745;;EZL4992;CM;;;;;AT;;;
D031200035;19764;;;PXVD PEDROSO;27/03/2012;1740;2;D;;01;3687;;;11000000000000000;0100;VM;17;0104;19764;;;AU;LDD4949;MO;;;CO;;;
D031200058;16593;;;NC;26/03/2012;1830;2;D;;02;2059;;;02000000000000000;0300;CT;09;0106;16593;;EXF9343;MO;DOI0063;MO;;;CO;;;
D031200068;10101;09276;;;04/03/2012;0540;4;D;;03;1772;;;10000000000000000;0100;CT;67;0108;09276;10101;;AU;;;;;AT;;;
D031200069;16725;;640;;15/03/2012;1800;4;D;;03;1939;;;01000000000000000;0100;CT;09;0108;16725;;DAB3309;MO;;;;;AT;;;
D031200070;17633;15323;;;16/03/2012;1100;2;D;;03;1958;;;01000000000000000;0100;CT;67;0108;15323;17633;EQP3785;MO;;;;;QM;;;
D031200071;16593;;120;;19/03/2012;2014;2;D;;03;2042;B;;01000000000000000;0100;CT;09;0108;16593;;ESG7581;MO;;;;;QM;;;
D031200072;15323;;407;;20/03/2012;0937;2;D;;03;2056;B;;00000002000000000;0100;CT;05;0108;15323;;ELW8538;OU;DTE0247;OU;;;CH;;;
D031200077;12132;05245;;;21/03/2012;0120;2;D;;03;2221;;;11000000000000000;0100;HG;67;0109;05245;19996;EQS5650;MO;FEH8118;AU;;;CO;;;
D031200085;09276;;1248;;30/03/2012;1019;4;D;;03;2380;;;00000000000100000;0100;CT;67;0110;09276;;GEF0074;CM;;;;;AT;;;
D031200102;05245;;;PXCEMITERIO;28/03/2012;1030;2;D;;04;2484;C;;02000000000000000;0100;SI;26;0112;05245;;DZS4066;MO;EQE8588;MO;;;QM;;;
D031200109;12165;;;NC;10/03/2012;1035;4;D;;05;1429;B;;00000001000000000;0100;SI;07;0113;12165;;DTC3074;OU;;;;;AT;;;
D031200111;12165;;;PXHOSP DA MULHE;15/03/2012;2130;4;D;;05;1586;;;01000000000000000;0200;SI;07;0113;12165;;EII1566;MO;;;;;AT;;;
D031200113;19764;;;PXVD CDSSA S JO;20/03/2012;1057;2;D;;05;1635;;;11000000000000000;0100;VM;17;0113;35614;;DYZ3140;MO;EES8495;AU;;;CT;;;
D031200121;12165;;;NC;19/03/2012;2215;2;D;;05;2086;;;11000000000000000;0100;SI;07;0114;12165;;EHS3323;MO;;AU;;;CO;;;
D031200404;19764;;;PXPARAISO;15/03/2012;2240;2;D;;36;1381;B;;01000000000000000;0100;VM;17;0218;19764;;DWU9638;MO;;;;;QM;;;
D031200418;19764;;;PXVD TUTOIA;10/03/2012;1310;2;D;;36;754;;;01010000000000000;0100;VM;17;0219;19764;;EVL2729;CA;DZP0454;MO;;;CH;;;
D031200421;19764;;;PXVD STA GENERO;20/03/2012;1643;2;D;;36;855;;;20000000000000000;0100;VM;17;0219;43106;;EEG6858;AU;EQZ2816;AU;;;CO;;;
D031201608;06238;;17000;;07/03/2012;0913;2;D;;11;972;;;02000000000000000;0200;PB;90;0601;13014;;AZQ3240;MO;DZQ3240;MO;;;SI;;;
D031202342;13853;06642;;;04/03/2012;0015;2;D;;08;1457;;;20000000000000000;0301;TT;80;0004;06642;13853;DJP4129;AU;ERK6388;AU;;;CV;;;
D031300003;05111;;;NC;02/03/2013;1827;4;D;;01;1561;;;10000000000000000;0100;CN3;80;0101;05111;;DVK7361;AU;;;;;AT;;;
D031300007;06642;;3001;;01/03/2013;1700;4;D;;01;1742;;;01000000000000000;0100;CN3;09;0101;06642;;DNR3495;MO;;;;;AT;;;
D031300010;07610;;;PX TABATINGUERA;12/03/2013;2100;2;D;;01;1848;B;;11000000000000000;0100;CN3;80;0101;07610;18556;EX5449;MO;BFG0526;AU;;;CO;;;
D031300011;17545;;100;;06/03/2013;1800;2;D;;01;1865;;;11000000000000000;0100;CN3;01;0101;17545;;ECI8561;MO;FAG9952;AU;;;CO;;;
D031300012;19764;;;PX PCA.BANDEIRA;05/03/2013;2300;4;D;;01;1893;;;10000000000000000;0100;CN3;80;0102;15261;17025;;AU;;;;;AT;;;
D031300014;06642;;3000;;05/03/2013;0500;4;D;;01;1951;;;10000000000000000;0100;CN3;09;0102;06642;;;AU;;;;;AT;;;
D031300015;06642;;3000;;12/03/2013;1000;2;D;;01;2053;;;11000000000000000;0100;CN3;09;0102;06642;;AOK8374;MO;DQV8842;AU;;;CO;;;
D031300016;19543;;54;;13/03/2013;1505;4;D;;01;2092;;;00000000000100000;0100;CN3;01;0102;19543;;EJL9911;CM;;;;;AT;;;
D031300019;03403;;314;;15/03/2013;1750;4;D;;01;2175;;;00001000000000000;0100;CN3;80;0102;03403;;;BI;;;;;AT;;;
D031300020;05111;;351;;13/03/2013;1110;2;D;;01;2212;;;00000001000000000;0100;CN3;80;0102;05111;;DTB6820;OU;;;;;QD;;;
D031300021;17545;;89;;18/03/2013;1540;4;D;;01;2222;;;10000000000000000;0100;CN3;01;0102;17545;;ELW5072;AU;;;;;AT;;;
D031300023;19745;;100;;18/03/2013;1900;4;D;;01;2227;;;00000000000100000;0100;CN3;80;0102;19745;;FAB1167;CM;;;;;AT;;;
D031300026;11824;;119;;20/03/2013;1100;4;D;;01;2293;;;01000000000000000;0100;CN3;80;0103;11824;;EHT2064;MO;;;;;AT;;;
D031300030;15984;;900;;21/03/2013;0800;4;D;;01;2328;;;00000000000100000;0100;CN3;01;0103;15984;;DMT1473;CM;;;;;AT;;;
D031300031;01521;09758;;;21/03/2013;1900;2;D;;01;2353;;;11000000000000000;0100;CN3;67;0103;01521;09758;ESE3273;MO;FAK5146;AU;;;CF;;;
D031300033;19764;;2;;25/03/2013;1300;2;D;;01;2425;;;11000000000000000;0100;CN3;17;0103;19764;;CFY0513;MO;FAO7277;AU;;;CO;;;
D031300034;17025;16744;;;27/03/2013;1615;4;D;;01;2493;;;01000000000000000;0100;CN3;80;0103;16744;17025;EXC9920;MO;;;;;AT;;;
D031300041;16593;;250;;01/03/2013;0832;2;D;;02;1204;;;20000000000000000;0300;CN3;09;0105;16593;;EQW3808;AU;DUL9737;AU;;;CO;;;
D031300064;09276;10101;;;14/03/2013;1800;2;D;;03;1483;;;01000000000000000;0100;CN3;67;0107;09276;10101;DRY2908;MO;;;;;QM;;;
D031300065;98795;;;NC;15/03/2013;2246;2;D;;03;1505;;;20000000000000000;0200;CN3;67;0107;98795;;DVA2686;AU;FAM8534;AU;;;CO;;;
D031300068;09276;09543;;;21/03/2013;0800;2;D;;03;1643;C;;01000000000000000;0100;CN3;67;0107;09276;09543;ESE6531;MO;;;;;QM;;;
D031300069;04541;;465;;04/03/2013;1730;4;D;;03;1879;;;10000000000000000;0100;CN3;67;0107;04541;;HJG5690;AU;;;;;AT;;;
D031300070;19759;;77;;12/03/2013;1500;2;D;;03;2108;;;10000000000000000;0100;CN3;67;0107;19759;;EUW5710;AU;;;;;CO;;;
D031300072;19996;;100;;20/03/2013;1217;4;D;;03;2333;B;;01000000000000000;0100;CN3;00;0108;19996;;EJQ7706;MO;;;;;AT;;;
D031300074;15323;;70;;26/03/2013;1745;4;D;;03;2503;;;00000001000000000;0100;CN3;05;0108;15323;;DTA8127;OU;;;;;AT;;;
D031300075;05245;12132;;;31/03/2013;1445;2;D;;03;2515;;;11000000000000000;0100;CN3;67;0108;05245;19996;DZL7356;MO;NRV1412;AU;;;CO;;;
D031300076;14804;;;PXTR.BANDEIRA;28/03/2013;0830;2;D;;03;2530;;;01000000000000010;0100;CN3;63;0108;14804;;ESR6974;MO;;SI;;;CO;;;
D031300077;19764;;;NC;11/03/2013;1400;2;D;;03;2572;;;01000000000000000;0100;SI;17;0108;19764;;EXF4207;MO;;;;;QM;;;
D031300096;05245;12132;;;26/03/2013;1729;4;D;;04;2264;;;00000001000000000;0100;CN3;67;0110;05245;19996;DTC8194;OU;;;;;AT;;;
D031300111;19764;;;DPVD PEDROSO;06/03/2013;0700;2;D;;05;1279;;;11000000000000000;0100;SU2;17;0112;19764;;EUX5954;AU;;MO;;;CO;;;
D031300115;19764;;;ACMAESTRO CARDI;08/03/2013;1200;2;D;;05;1324;;;11000000000000000;0100;SU2;17;0112;19764;;DVV9139;MO;EQN5171;AU;;;CO;;;
D031300125;19764;;;NC;08/03/2013;1720;2;D;;05;1850;;;11000000000000000;0100;SI;17;0114;19764;;EXD3881;MO;DRE4311;AU;;;CL;;;
D031300127;19764;;;NC;14/03/2013;1654;2;D;;05;2031;;;11000000000000000;0100;SI;17;0114;19764;;FAF1380;MO;EPK2732;AU;;;CO;;;
D031300173;06642;;3000;;05/03/2013;0400;4;D;;08;1627;;;00010000000000000;0100;CN3;09;0119;06642;;;CA;;;;;AT;;;
D031300251;10101;;248;;13/03/2013;2250;4;D;;77;1457;B;;01000000000000000;0100;CN3;67;0128;10101;;EHT3665;MO;;;;;AT;;;
D031300418;19764;;;KM3,5;11/03/2013;1630;2;D;;36;717;C;;21000000000000000;0100;SU2;17;0220;19764;;EFW8400;AU;EUH4889;AU;DUP3082;MO;CO;;;
D031300420;19764;;;NC;01/03/2013;1816;2;D;;36;955;C;;01000000000000000;0100;SI;17;0220;19764;;EIE5090;MO;;;;;QM;;;
D031300431;19764;;;PXVD.TUTOIA;22/03/2013;1842;2;D;;36;1315;;;11000000000000000;0200;SU2;17;0221;19764;;DSS5997;AU;EXF6219;MO;;;CO;;;
D031300440;19764;;;PXCOMPLEXO VIAR;06/03/2013;0945;2;D;;36;1791;;;11000000000000000;0100;SU2;17;0222;19764;;EII2413;MO;EKK7945;AU;;;CO;;;
D031300448;19764;;;PXR.CARAVELAS;27/03/2013;0710;2;D;;36;4017;;;11000000000000000;0100;SU2;17;0222;19764;;LLK3362;MO;EMY7144;AU;;;CO;;;
D041200001;05111;;1;;01/04/2012;1716;4;D;;01;2210;C;;01000000000000000;0100;CT;80;0001;05111;;DZL4231;MO;;;;;AT;;;
D041200003;15984;;80;;06/04/2012;0059;4;D;;01;2333;;;00000000000000010;0100;CT;01;0001;15984;;;SI;;;;;AT;;;
D041200004;15984;;;PXR LOUSADA;10/04/2012;1855;4;D;;01;2467;;;10000000000000000;0100;CT;01;0001;15984;;EQH7247;AU;;;;;AT;;;
D041200005;06642;;3000;;19/04/2012;1920;4;D;;01;2680;;;10000000000000000;0100;CT;09;0001;06642;;FAL1550;AU;;;;;AT;;;
D041200006;10376;;;NC;02/04/2012;0845;4;D;;01;3042;;;10000000000000000;0100;CT;80;0001;10376;;FBX3474;AU;;;;;AT;;;
D041200009;17545;;10;;17/04/2012;1230;4;D;;01;3597;;;10000000000000000;0100;CT;01;0001;17545;;EHX8924;AU;;;;;AT;;;
D041200010;13317;;136;;19/04/2012;1848;4;D;;01;3711;;;01000000000000000;0100;CT;17;0001;13317;;DTN6788;MO;;;;;AT;;;
D041200020;19996;;125;;02/04/2012;1915;4;D;;03;2571;;;00000001000000000;0100;CT;00;0001;19996;;EZL9973;OU;;;;;AT;;;
D041200022;10101;09276;;;19/04/2012;0930;4;D;;03;2911;;;01000000000000000;0100;CT;67;0001;09276;10101;DXM2913;MO;;;;;AT;;;
D041200024;17000;09276;;;18/04/2012;2120;4;D;;03;3063;;;00000001000000000;0100;CT;67;0001;09276;17000;EZL5866;OU;;;;;AT;;;
D041200106;19764;;;ACVD GAL MARCON;27/04/2012;1115;4;D;;36;1328;;;10000000000000000;0100;VM;17;0001;19764;;AEC8088;AU;;;;;AT;;;
D041200579;19764;;151;;28/04/2012;2259;4;D;;08;2875;C;;01000000000000000;0101;VM;17;0001;19764;;EXE3550;MO;;;;;AT;;;
D041200597;01003;;200;;07/04/2012;2310;2;D;;01;2366;;;11000000000000000;0100;CT;67;0101;01003;;EMC6933;AU;CFV8696;MO;;;CO;;;
D041200603;19764;;;PXVD DONA PAULI;11/04/2012;1142;2;D;;01;3379;;;10000000000000000;0100;VM;17;0102;19764;;FJC0025;AU;;;;;CH;;;
D041200604;13317;;100;;11/04/2012;1610;2;D;;01;3389;;;11000000000000000;0100;CT;17;0102;13317;;DVE7251;MO;EQK0784;AU;;;CO;;;
D041200606;16725;;600;;14/04/2012;0700;2;D;;01;3501;;;11000000000000000;0100;CT;09;0102;16725;;EJB6894;AU;DRY4587;MO;;;CO;;;
D041200612;13317;;67;;27/04/2012;1453;2;D;;01;3995;;;11000000000000000;0100;CT;17;0103;13317;;;AU;EJP6140;MO;;;CO;;;
D041200631;19996;;;NC;03/04/2012;1100;2;D;;03;1523;;;11000000000000000;0100;CT;;0107;19996;;FER2327;AU;EXC0775;MO;;;CO;;;
D041200632;04541;;144;;02/04/2012;1700;2;D;;03;2463;;;11000000000000000;0100;CT;67;0107;04541;;EIS3548;AU;EKC8790;MO;;;CO;;;
D041200633;99464;;;PXAV PRESTES MA;03/04/2012;0845;2;D;;03;2477;;;02000000000000000;0100;CT;67;0107;99464;;DPH2050;MO;DOB3161;MO;;;CO;;;
D041200635;05245;12132;;;08/04/2012;1935;2;D;;03;2726;;;20000000000000000;0200;CT;67;0107;05245;19996;FUN0212;AU;CCZ9903;AU;;;CO;;;
D041200636;19017;16725;;;25/04/2012;1145;2;D;;03;3095;;;11000000000000000;0100;CT;67;0108;16725;19017;DUD0614;AU;DYZ5393;MO;;;CL;;;
D041200638;16593;;315;;27/04/2012;1313;2;D;;03;3142;;;10000000000100000;0100;CT;09;0108;16593;;DSZ7239;AU;DMR3271;CM;;;CO;;;
D041200639;07281;;20;;13/04/2012;2230;2;D;;03;3334;;;00000000000100000;0100;CT;67;0108;07281;;HLC6532;CM;;;;;CH;;;
D041200655;19764;;;SBVD BENEFICIEN;03/04/2012;1853;2;D;;05;1979;;;11000000000000000;0200;VM;17;0112;19764;;DZD1455;AU;DZQ6631;MO;;;CT;;;
D041200658;19764;;;PXVD CONDESSA;05/04/2012;1500;2;D;;05;2032;B;;11000000000000000;0100;VM;17;0112;61292;;EUX1275;AU;DZL8284;MO;;;CO;;;
D041200662;19764;;;NC;20/04/2012;1850;2;D;;05;2328;;;21000000000000000;0100;VM;17;0113;19764;;EQB2766;AU;EQE3796;MO;MLX0105;AU;CT;;;
D041200664;19764;;;PXVD CDSSA DE S;27/04/2012;0819;2;D;;05;2451;;;11000000000100000;0200;VM;17;0113;35614;;ENV3758;AU;EUN8406;CM;BPS5158;MO;CO;;;
D041200765;14804;;;NC;19/04/2012;1500;2;D;;78;3314;;;00000000000200000;0100;SI;63;0130;14804;;FFR1405;CM;EBN0822;CM;;;CO;;;
D041200851;19764;;210;;17/04/2012;0900;2;D;;36;1439;;;01000000000000000;0100;VM;17;0212;19764;;DAC4306;MO;;;;;QM;;;
D041200854;19764;;;NC;05/04/2012;1740;2;D;;36;2326;;;11000000000000000;0100;VM;17;0213;19764;;EKO6851;AU;EJN6307;MO;;;CO;;;
D041300001;07610;;;PXBOM PRATO;04/04/2013;1730;4;D;;01;1840;;;00100000000000000;0100;CN3;80;0101;07610;;;ON;;;;;AT;;;
D041300003;16725;;583;;06/04/2013;0010;2;D;;01;2492;;;10000000000000000;0200;CN3;67;0101;16725;;DNE4103;AU;;;;;CP;;;
D041300012;13853;;500;;01/04/2013;0941;4;D;;01;2922;;;10000000000000000;0100;CN3;80;0101;13853;;CSI2818;AU;;;;;AT;;;
D041300014;19745;;;PXPC.FERNANDO C;11/04/2013;1151;4;D;;01;2974;;;10000000000000000;0100;CN3;80;0102;19745;;;AU;;;;;AT;;;
D041300015;04342;;523;;11/04/2013;1400;4;D;;01;2980;;;00000000000100000;0100;CN3;80;0102;04342;;EJZ5185;CM;;;;;AT;;;
D041300021;16725;;484;;13/04/2013;1730;4;D;;01;3079;;;20000000000000000;0100;CN3;67;0102;16725;;DLB4329;AU;DRO5712;AU;;;AT;;;
D041300022;13317;;270;;17/04/2013;1440;4;D;;01;3148;;;10000000000000000;0100;CN3;67;0102;13317;;ELQ3199;AU;;;;;AT;;;
D041300023;15984;;928;;18/04/2013;0612;4;D;;01;3164;;;10000000000000000;0100;CN3;80;0102;15984;;DIE4719;AU;;;;;AT;;;
D041300029;13317;;161;;24/04/2013;1600;4;D;;01;3378;;;10000000000000000;0100;CN3;67;0103;13317;;EMT5486;AU;;;;;AT;;;
D041300030;19827;;;NC;26/04/2013;1510;2;D;;01;3436;;;11000000000000000;0100;CN3;80;0103;19827;;EJP1146;MO;CRI9889;AU;;;CO;;;
D041300058;16593;;;NC;13/04/2013;0900;2;D;;02;3668;C;;10100000000000000;0100;CN3;67;0106;16593;;EZL1171;AU;;ON;;;CT;;;
D041300060;00880;;164;;05/04/2013;0920;2;D;;03;1001;;;11000000000000000;0100;CN3;67;0107;00880;;DYY6505;MO;FAM9766;AU;;;SI;;;
D041300061;19764;;;TN ANHANGABAU;01/04/2013;2300;2;D;;03;1834;;;11000000000000000;0100;CN3;80;0107;19764;;EFK0756;MO;FAY9359;AU;;;CO;;;
D041300062;19764;;60;;04/04/2013;1830;2;D;;03;1860;;;11000000000000000;0100;CN3;80;0107;19764;;FAY9356;MO;HNB4234;AU;;;CT;;;
D041300064;09276;17115;;;04/04/2013;2222;4;D;;03;1888;;;00000000000000010;0100;CN3;67;0107;09276;17115;;SI;;;;;AT;;;
D041300067;16593;;241;;18/04/2013;1820;2;D;;03;2207;;;21000000000000000;0100;CN3;67;0107;16593;;EGY6499;MO;EMC9070;AU;EJK5722;AU;CL;;;
D041300068;16861;;131;;21/04/2013;1615;4;D;;03;2286;;;00000000000000010;0100;CN3;67;0107;16861;;;SI;;;;;AT;;;
D041300070;00700;;;PXGARAGEM DO GA;23/04/2013;1949;4;D;;03;2339;;;10000000000000000;0100;CN3;67;0107;00700;;CDV7467;AU;;;;;AT;;;
D041300071;19764;;;NC;23/04/2013;2300;2;D;;03;2340;;;01010000000000000;0100;SI;SI;0108;19764;;EXA8689;MO;;CA;;;CT;;;
D041300072;16725;;100;;29/04/2013;2103;4;D;;03;2492;;;01000000000000000;0100;CN3;67;0108;16725;;DOB1668;MO;;;;;AT;;;
D041300073;12132;;192;;03/04/2013;0955;2;D;;03;2666;;;01000000000000010;0100;CN3;67;0108;12132;;DRY5617;MO;;SI;;;CT;;;
D041300075;04831;;15;;04/04/2013;0926;2;D;;03;2713;;;11000000000000000;0100;CN3;67;0108;04831;;EBL5683;AU;EQE8690;MO;;;CF;;;
D041300079;16593;;;NC;16/04/2013;1540;2;D;;03;3119;;;01000000000100000;0100;CN3;67;0108;16593;;FDI1830;MO;EYW7840;CM;;;SI;;;
